event_id,timestamp,username,source_ip,destination_host,event_type,rule_id,rule_name,evidence,risk_points,mitre,label
EVT-001196,2024-01-05 01:02:34,employee21,192.0.2.58,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-893',10,T1078 - Valid Accounts,1
EVT-001197,2024-01-05 01:03:23,employee21,192.0.2.58,vpn-gateway,login,R1,Multiple Failed Logins,7 failed logins for 'employee21' in the last 15 min,15,T1110 - Brute Force,1
EVT-001197,2024-01-05 01:03:23,employee21,192.0.2.58,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-893',10,T1078 - Valid Accounts,1
EVT-001198,2024-01-05 01:04:23,employee21,192.0.2.58,vpn-gateway,login,R1,Multiple Failed Logins,7 failed logins for 'employee21' in the last 15 min,15,T1110 - Brute Force,1
EVT-001198,2024-01-05 01:04:23,employee21,192.0.2.58,vpn-gateway,login,R2,Unusual Login Time,Successful login at 01:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-001198,2024-01-05 01:04:23,employee21,192.0.2.58,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-893',10,T1078 - Valid Accounts,1
EVT-001199,2024-01-05 01:04:58,employee11,198.51.100.130,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-530',10,T1078 - Valid Accounts,1
EVT-001200,2024-01-05 01:05:45,employee11,198.51.100.130,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-530',10,T1078 - Valid Accounts,1
EVT-001201,2024-01-05 01:07:13,employee11,198.51.100.130,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-530',10,T1078 - Valid Accounts,1
EVT-001203,2024-01-05 01:08:39,employee11,198.51.100.130,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-530',10,T1078 - Valid Accounts,1
EVT-001205,2024-01-05 01:09:33,employee11,198.51.100.130,vpn-gateway,login,R1,Multiple Failed Logins,5 failed logins for 'employee11' in the last 15 min,15,T1110 - Brute Force,1
EVT-001205,2024-01-05 01:09:33,employee11,198.51.100.130,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-530',10,T1078 - Valid Accounts,1
EVT-001206,2024-01-05 01:10:33,employee11,198.51.100.130,vpn-gateway,login,R1,Multiple Failed Logins,5 failed logins for 'employee11' in the last 15 min,15,T1110 - Brute Force,1
EVT-001206,2024-01-05 01:10:33,employee11,198.51.100.130,vpn-gateway,login,R2,Unusual Login Time,Successful login at 01:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-001206,2024-01-05 01:10:33,employee11,198.51.100.130,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-530',10,T1078 - Valid Accounts,1
EVT-001212,2024-01-05 01:14:33,employee11,198.51.100.130,mfa-service,mfa_event,R4,New MFA Device Registered,A new MFA device was registered for this account,20,T1098.005 - Account Manipulation: Device Registration,1
EVT-001214,2024-01-05 01:16:33,employee11,198.51.100.130,admin-portal,privilege_change,R5,Privilege Escalation,Privilege escalation to 'admin' via 'privilege_change' on 'admin-portal',20,T1098 - Account Manipulation,1
EVT-001215,2024-01-05 01:17:23,employee21,192.0.2.58,mfa-service,mfa_event,R4,New MFA Device Registered,A new MFA device was registered for this account,20,T1098.005 - Account Manipulation: Device Registration,1
EVT-001216,2024-01-05 01:17:33,employee11,198.51.100.130,file-server-01,process_start,R8,Credential-Access Activity,Simulated credential-access activity: process 'sim_credential_access_tool' on 'file-server-01',25,T1003 - OS Credential Dumping,1
EVT-001217,2024-01-05 01:18:57,employee11,198.51.100.130,db-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 5 distinct hosts by 'employee11' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-001218,2024-01-05 01:19:23,employee21,192.0.2.58,admin-portal,privilege_change,R5,Privilege Escalation,Privilege escalation to 'admin' via 'privilege_change' on 'admin-portal',20,T1098 - Account Manipulation,1
EVT-001219,2024-01-05 01:19:48,employee11,198.51.100.130,app-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 6 distinct hosts by 'employee11' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-001220,2024-01-05 01:20:23,employee21,192.0.2.58,file-server-01,process_start,R8,Credential-Access Activity,Simulated credential-access activity: process 'sim_credential_access_tool' on 'file-server-01',25,T1003 - OS Credential Dumping,1
EVT-001221,2024-01-05 01:20:35,employee11,198.51.100.130,file-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 6 distinct hosts by 'employee11' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-001222,2024-01-05 01:21:26,employee21,192.0.2.58,hr-portal,server_access,R6,Multiple Host Access (Lateral Movement),Access to 4 distinct hosts by 'employee21' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-001223,2024-01-05 01:21:45,employee11,198.51.100.130,backup-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 7 distinct hosts by 'employee11' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-001224,2024-01-05 01:22:26,employee21,192.0.2.58,db-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 5 distinct hosts by 'employee21' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-001225,2024-01-05 01:23:13,employee11,198.51.100.130,dc-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 8 distinct hosts by 'employee11' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-001226,2024-01-05 01:23:22,employee21,192.0.2.58,mail-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 6 distinct hosts by 'employee21' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-001227,2024-01-05 01:24:38,employee21,192.0.2.58,backup-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 7 distinct hosts by 'employee21' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-001228,2024-01-05 01:25:22,employee21,192.0.2.58,dc-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 8 distinct hosts by 'employee21' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-001229,2024-01-05 01:46:48,employee33,198.51.100.43,vpn-gateway,login,R2,Unusual Login Time,Successful login at 01:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-001229,2024-01-05 01:46:48,employee33,198.51.100.43,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-101',10,T1078 - Valid Accounts,1
EVT-001231,2024-01-05 03:23:55,admin05,203.0.113.49,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-179',10,T1078 - Valid Accounts,1
EVT-001232,2024-01-05 03:24:28,admin05,203.0.113.49,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-179',10,T1078 - Valid Accounts,1
EVT-001233,2024-01-05 03:24:33,admin05,203.0.113.49,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-179',10,T1078 - Valid Accounts,1
EVT-001234,2024-01-05 03:25:15,admin05,203.0.113.49,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-179',10,T1078 - Valid Accounts,1
EVT-001235,2024-01-05 03:25:27,admin05,203.0.113.49,vpn-gateway,login,R1,Multiple Failed Logins,5 failed logins for 'admin05' in the last 15 min,15,T1110 - Brute Force,1
EVT-001235,2024-01-05 03:25:27,admin05,203.0.113.49,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-179',10,T1078 - Valid Accounts,1
EVT-001236,2024-01-05 03:25:31,admin05,203.0.113.49,vpn-gateway,login,R1,Multiple Failed Logins,6 failed logins for 'admin05' in the last 15 min,15,T1110 - Brute Force,1
EVT-001236,2024-01-05 03:25:31,admin05,203.0.113.49,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-179',10,T1078 - Valid Accounts,1
EVT-001237,2024-01-05 03:26:03,admin05,203.0.113.49,vpn-gateway,login,R1,Multiple Failed Logins,7 failed logins for 'admin05' in the last 15 min,15,T1110 - Brute Force,1
EVT-001237,2024-01-05 03:26:03,admin05,203.0.113.49,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-179',10,T1078 - Valid Accounts,1
EVT-001238,2024-01-05 03:26:14,admin05,203.0.113.49,vpn-gateway,login,R1,Multiple Failed Logins,8 failed logins for 'admin05' in the last 15 min,15,T1110 - Brute Force,1
EVT-001238,2024-01-05 03:26:14,admin05,203.0.113.49,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-179',10,T1078 - Valid Accounts,1
EVT-001239,2024-01-05 03:27:14,admin05,203.0.113.49,vpn-gateway,login,R1,Multiple Failed Logins,8 failed logins for 'admin05' in the last 15 min,15,T1110 - Brute Force,1
EVT-001239,2024-01-05 03:27:14,admin05,203.0.113.49,vpn-gateway,login,R2,Unusual Login Time,Successful login at 03:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-001239,2024-01-05 03:27:14,admin05,203.0.113.49,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-179',10,T1078 - Valid Accounts,1
EVT-001240,2024-01-05 04:05:51,employee11,10.20.0.12,vpn-gateway,login,R2,Unusual Login Time,Successful login at 04:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-001243,2024-01-05 04:10:12,employee11,10.20.0.12,file-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 4 distinct hosts by 'employee11' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-001244,2024-01-05 04:11:32,employee11,10.20.0.12,mail-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 5 distinct hosts by 'employee11' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-001245,2024-01-05 04:13:00,employee11,10.20.0.12,dc-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 6 distinct hosts by 'employee11' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-001250,2024-01-05 04:33:29,admin02,10.30.0.2,vpn-gateway,login,R2,Unusual Login Time,Successful login at 04:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-001253,2024-01-05 04:41:29,admin02,10.30.0.2,admin-portal,privilege_change,R5,Privilege Escalation,Privilege escalation to 'admin' via 'privilege_change' on 'admin-portal',20,T1098 - Account Manipulation,1
EVT-001257,2024-01-05 04:49:20,employee03,203.0.113.181,mfa-service,mfa_event,R4,New MFA Device Registered,A new MFA device was registered for this account,20,T1098.005 - Account Manipulation: Device Registration,1
EVT-001258,2024-01-05 04:50:20,employee03,203.0.113.181,vpn-gateway,login,R2,Unusual Login Time,Successful login at 04:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-001258,2024-01-05 04:50:20,employee03,203.0.113.181,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-1003',10,T1078 - Valid Accounts,1
EVT-001558,2024-01-06 02:22:07,employee01,192.0.2.137,admin-portal,account_creation,R5,Privilege Escalation,Privilege escalation to 'admin' via 'account_creation' on 'admin-portal',20,T1098 - Account Manipulation,1
EVT-001558,2024-01-06 02:22:07,employee01,192.0.2.137,admin-portal,account_creation,R7,New Privileged Account Created,New privileged account created on 'admin-portal' by 'employee01',25,T1136.001 - Create Account: Local Account,1
EVT-001559,2024-01-06 02:26:07,svc_backup69,192.0.2.137,vpn-gateway,login,R2,Unusual Login Time,Successful login at 02:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-001561,2024-01-06 03:29:39,employee26,192.0.2.113,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-665',10,T1078 - Valid Accounts,1
EVT-001562,2024-01-06 03:29:59,employee26,192.0.2.113,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-665',10,T1078 - Valid Accounts,1
EVT-001563,2024-01-06 03:30:28,employee26,192.0.2.113,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-665',10,T1078 - Valid Accounts,1
EVT-001564,2024-01-06 03:31:12,employee26,192.0.2.113,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-665',10,T1078 - Valid Accounts,1
EVT-001565,2024-01-06 03:31:51,employee26,192.0.2.113,vpn-gateway,login,R1,Multiple Failed Logins,5 failed logins for 'employee26' in the last 15 min,15,T1110 - Brute Force,1
EVT-001565,2024-01-06 03:31:51,employee26,192.0.2.113,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-665',10,T1078 - Valid Accounts,1
EVT-001566,2024-01-06 03:33:15,employee26,192.0.2.113,vpn-gateway,login,R1,Multiple Failed Logins,6 failed logins for 'employee26' in the last 15 min,15,T1110 - Brute Force,1
EVT-001566,2024-01-06 03:33:15,employee26,192.0.2.113,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-665',10,T1078 - Valid Accounts,1
EVT-001567,2024-01-06 03:34:15,employee26,192.0.2.113,vpn-gateway,login,R1,Multiple Failed Logins,6 failed logins for 'employee26' in the last 15 min,15,T1110 - Brute Force,1
EVT-001567,2024-01-06 03:34:15,employee26,192.0.2.113,vpn-gateway,login,R2,Unusual Login Time,Successful login at 03:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-001567,2024-01-06 03:34:15,employee26,192.0.2.113,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-665',10,T1078 - Valid Accounts,1
EVT-001571,2024-01-06 03:40:15,employee26,192.0.2.113,mfa-service,mfa_event,R4,New MFA Device Registered,A new MFA device was registered for this account,20,T1098.005 - Account Manipulation: Device Registration,1
EVT-001572,2024-01-06 03:40:24,employee40,10.20.0.41,vpn-gateway,login,R2,Unusual Login Time,Successful login at 03:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-001573,2024-01-06 03:42:15,employee26,192.0.2.113,admin-portal,privilege_change,R5,Privilege Escalation,Privilege escalation to 'admin' via 'privilege_change' on 'admin-portal',20,T1098 - Account Manipulation,1
EVT-001574,2024-01-06 03:43:15,employee26,192.0.2.113,db-server-01,process_start,R8,Credential-Access Activity,Simulated credential-access activity: process 'sim_credential_access_tool' on 'db-server-01',25,T1003 - OS Credential Dumping,1
EVT-001575,2024-01-06 03:44:17,employee26,192.0.2.113,mail-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 5 distinct hosts by 'employee26' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-001576,2024-01-06 03:44:24,employee40,10.20.0.41,db-server-01,process_start,R8,Credential-Access Activity,Simulated credential-access activity: process 'sim_credential_access_tool' on 'db-server-01',25,T1003 - OS Credential Dumping,1
EVT-001577,2024-01-06 03:45:08,employee26,192.0.2.113,file-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 6 distinct hosts by 'employee26' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-001578,2024-01-06 03:46:17,employee26,192.0.2.113,hr-portal,server_access,R6,Multiple Host Access (Lateral Movement),Access to 7 distinct hosts by 'employee26' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-001579,2024-01-06 03:46:24,employee40,10.20.0.41,db-server-01,process_start,R8,Credential-Access Activity,Simulated credential-access activity: process 'sim_credential_access_tool' on 'db-server-01',25,T1003 - OS Credential Dumping,1
EVT-001580,2024-01-06 03:47:44,employee26,192.0.2.113,backup-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 8 distinct hosts by 'employee26' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-001581,2024-01-06 03:49:02,employee26,192.0.2.113,dc-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 9 distinct hosts by 'employee26' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-001582,2024-01-06 04:05:34,admin02,203.0.113.228,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-932',10,T1078 - Valid Accounts,1
EVT-001583,2024-01-06 04:06:08,admin02,203.0.113.228,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-932',10,T1078 - Valid Accounts,1
EVT-001584,2024-01-06 04:06:31,admin02,203.0.113.228,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-932',10,T1078 - Valid Accounts,1
EVT-001585,2024-01-06 04:06:59,admin02,203.0.113.228,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-932',10,T1078 - Valid Accounts,1
